Area,Age,Number of Rooms,Bedrooms,Area Population,Price,Address
69248.81,6,7,4,57771.29235,1422230.96,"1500 Brandon Green
South Julia, NM 84899"
49825.85,6,8,6,46399.80959,1224778.62,"4405 Smith Harbor
Port Margaret, GU 67322"
67557.22,6,6,2,18468.81419,973096.36,"2713 Flynn Port
Bentleyshire, IN 06799-9053"
59047.80,5,8,3,26365.14509,512252.80,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350"
60889.39,6,6,3,32997.63893,906419.32,"4199 Jasmine Burg
Deannafort, AL 94097-4514"
75409.22,5,7,3,33413.26568,1114667.25,"771 Donna Ports
Davidville, NE 67388"
60770.07,7,7,2,38047.13038,1278365.77,"1529 Mary Flats
East Amberberg, NY 70047-7365"
92106.80,6,7,4,32483.35909,1720670.88,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079"
77256.68,6,7,4,31886.7102,1534295.20,"737 Regina View Apt. 523
South Markberg, NE 49825"
69071.90,6,7,3,32106.89476,1066040.79,"21685 Jake Pike
Geneshire, GU 25597-6641"
79817.67,6,8,5,31765.90139,1428399.00,"PSC 3949, Box 6921
APO AE 76349"
85172.83,4,6,2,26018.01564,855423.98,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837"
63765.47,5,6,2,44863.71498,853084.15,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635"
71028.18,4,7,3,43922.63017,934610.40,"3757 Price Rue
East Colin, MD 62622-8672"
82681.24,6,8,3,30054.86206,1571781.59,"Unit 5870 Box 7773
DPO AA 32148"
49435.54,7,6,3,43441.99643,927163.81,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078"
69139.68,7,7,4,29683.80911,1227568.96,"458 David Gardens
South Russellside, MN 47598"
52642.48,4,7,4,50133.01508,671802.04,"39214 Jason Street
East Danielle, NY 02125"
88345.96,7,6,3,41216.26416,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372"
70558.84,6,8,5,24867.49764,1198915.94,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482"
55242.59,6,8,4,48812.88401,1230097.45,"USNS Martinez
FPO AP 84604"
50802.67,7,7,4,23725.78271,764636.00,"181 Peterson Vista
Gonzalezview, WY 90756-4263"
79700.74,6,9,6,31348.74098,1553854.43,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485"
68400.24,6,7,3,51988.70353,1451930.63,"5116 Diamond Port Apt. 805
Petersonview, MT 95861"
59107.29,7,6,2,37556.10749,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
71650.46,7,7,4,33925.42449,1226180.77,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955"
51168.43,8,7,3,30369.19312,1220987.00,"041 Amanda Port
West Davidfurt, NE 83057-8557"
82635.34,6,7,6,33770.24452,1480227.55,"4163 Brooke Village
Jonathanmouth, OK 18359"
76126.01,7,5,4,51054.51591,1641873.97,"41652 Derek Islands Apt. 144
South Andrew, VT 91988"
83320.00,6,6,3,31552.54421,1262963.86,"81551 Carla Drives
West Kaylastad, WY 42793-0307"
85468.53,5,7,5,46505.7883,1444572.97,"30334 Maria Port Apt. 948
Averyshire, MS 98224"
81665.58,6,6,4,34753.88289,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183"
74385.14,4,6,2,20951.34787,635530.84,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852"
86818.07,6,6,3,41440.43383,1670183.17,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962"
63911.62,6,7,2,15576.44502,841236.17,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355"
84095.89,6,8,3,21330.98894,1581865.56,"757 Daniel Fort
South Lori, NV 10326-1054"
58435.26,7,8,3,61205.81478,1841495.51,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385"
78229.55,6,6,4,60747.20448,1891398.26,"744 Collins Extensions
Nicholasborough, MS 76961"
78160.31,7,8,5,39984.95821,1832230.09,"49501 John Rapids
Buckborough, ID 73832"
72757.63,4,8,6,39088.3994,1062095.47,"8954 Jenkins Isle
North Douglasfort, MO 52507"
48125.48,7,6,4,40090.90836,970044.67,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741"
76883.49,7,7,3,26262.50733,1528900.86,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664"
69266.09,6,7,3,37180.50036,1107159.78,"3505 Daniel Landing
Ariasland, SD 52630-5212"
71445.08,6,8,3,24318.53011,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049"
77467.77,6,6,4,43628.95481,1547737.00,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
78578.34,3,8,4,35399.90748,1248741.87,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664"
58909.31,6,8,6,40865.81789,1205568.37,"USS Ellis
FPO AA 53370-1758"
67270.84,5,7,5,33036.30334,993637.09,"USNS Gates
FPO AP 00484"
76908.24,6,8,4,51630.42482,1813856.31,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121"
81272.40,7,7,3,44406.45551,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334"
72827.49,5,9,5,14931.27011,1166925.15,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
69396.36,5,6,4,34932.29123,952439.66,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798"
75299.61,8,5,3,34129.24179,1659100.12,"18940 Davis Point Suite 046
Melissahaven, LA 78621"
75258.78,7,6,4,37245.94373,1181995.43,"2796 Anne Drive
North Kristinberg, AZ 79448"
71322.71,6,6,2,25948.64421,1124042.95,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
64429.98,6,7,3,39055.82229,1219637.37,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544"
63797.58,6,7,4,26094.90558,867082.84,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
70333.46,6,7,4,44795.53111,1385978.98,"PSC 1222, Box 3820
APO AP 48458"
49345.42,6,8,5,15113.5872,725040.90,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955"
56073.89,7,7,4,64149.68021,1409762.12,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645"
68419.33,6,8,6,30464.25722,1036704.69,"030 Curtis Summit
North Rebecca, MP 93095-5357"
69654.36,4,8,3,27022.75918,717273.19,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423"
96901.08,5,8,4,32824.79666,1642478.74,"8054 Smith Underpass
Lake Brian, ID 44748-2012"
49160.30,5,8,6,28382.70669,585440.43,"927 Robert Isle Suite 381
New Karen, MD 94991-2002"
48498.14,5,9,3,30749.64439,602209.58,"944 Emily Keys Apt. 888
New Markshire, CA 98115"
73112.85,7,7,2,32126.7724,1340227.28,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598"
57190.76,6,8,4,45340.78189,1430051.09,"948 Rush Row Apt. 811
West Brian, IN 80835-6955"
67775.55,5,8,3,38345.58108,1101120.26,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346"
52599.09,7,8,3,31590.38533,897223.43,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913"
66655.97,6,7,4,36142.96799,1409318.58,"900 Chase Mission
North Lisa, NY 95640-6024"
64635.46,5,8,3,37866.63226,1226067.31,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358"
87272.09,5,7,5,7522.333138,910099.64,"20887 Kevin Estates
Amandamouth, LA 65867-3535"
77223.31,6,7,3,36454.29866,1492009.56,"9753 Benjamin Extensions
Edwinberg, DC 77337"
74420.05,7,7,2,40250.88724,1555806.04,"2856 Frank Pine
East Johnhaven, WV 12578-5561"
73611.69,5,8,4,38294.07598,1487855.54,"827 Christina Divide
New Tanya, MO 26789-8710"
63320.14,6,8,3,22076.15316,995144.11,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155"
82383.03,7,5,4,28614.53971,1151006.08,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621"
93876.43,6,7,6,29096.51902,1760880.45,"533 Marcus Isle
Port Andrewland, OH 79835"
62717.68,6,6,2,38535.6666,1067000.35,"5750 Ford Extension
Stacyhaven, CT 82973-2072"
84366.44,4,7,6,48150.2538,1430796.76,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088"
77208.64,5,7,2,28550.4813,981753.24,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272"
77177.45,4,6,3,52057.05441,1102516.58,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519"
80770.68,6,6,4,31518.00819,1334377.31,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
72915.04,5,7,5,42030.42124,1395218.58,"4499 Tammy Pine
West Craig, MI 65307"
64826.87,6,7,3,36342.71476,1227167.41,"3176 Mary Pass
Port Stephanieberg, ND 56793"
79575.25,5,6,2,43679.48483,1315568.16,"978 Robles Knolls
Brewerborough, PW 55563-5751"
75302.11,6,8,6,33424.4275,1643338.99,"219 Travis Avenue
Bushhaven, ME 65662"
76942.51,5,9,6,28717.96133,1354417.56,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810"
70627.74,6,5,4,41602.02374,1273868.06,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
65081.58,5,9,5,37594.49346,1343824.22,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
72752.22,5,6,2,29034.31996,692229.47,"USNV Clark
FPO AA 65570-1981"
72099.67,6,6,3,36902.14539,1411054.32,"636 Smith Greens
Alexland, AK 05521"
51747.92,7,6,4,29749.62279,832475.19,"908 Cruz Mill
Blanchardmouth, PA 23824"
56815.74,7,5,2,35516.40989,1076334.10,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757"
60584.41,7,7,3,46635.76964,1309829.94,"543 Sara Garden
Crystalshire, NE 46964-3440"
80238.59,5,7,3,34271.10234,1130844.03,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587"
60062.70,4,7,3,45347.93206,784503.36,"0612 Erin Fort Apt. 991
Davidton, RI 02859"
76339.62,5,8,3,45735.18721,1378399.11,"99129 Kevin Hollow
Donnamouth, UT 61678-5704"
60319.43,7,7,4,33337.76538,983537.51,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060"
91083.57,6,7,5,41734.83266,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093"
73327.76,5,7,5,41378.87673,1314359.45,"058 Anthony Port
Christopherstad, SC 07665-9037"
54236.70,6,8,3,65857.93332,1372969.31,"20665 David Well
Phillipsshire, WV 17695"
54726.70,6,7,4,38582.55801,998855.58,"18815 Denise Heights
Port Matthew, TX 85582"
61247.33,6,7,2,61075.60218,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354"
74551.97,7,8,6,44843.19552,1816217.01,"9875 Moore View Apt. 474
New Joseph, MH 70496"
56962.45,6,6,3,43181.51307,1127082.20,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283"
59665.57,7,7,3,48128.95738,1427832.12,"USNS Dyer
FPO AP 88305-9187"
72353.58,5,8,6,15395.05992,959243.61,"912 Donna Junctions
Vaughanview, OR 53056"
55101.85,5,9,5,41219.32149,1202452.73,"584 Grant Knoll
Tracyville, MS 25650"
62472.16,7,8,6,37618.67655,1463442.91,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545"
79020.65,4,6,2,34405.48156,1120851.52,"46937 Turner Skyway Suite 520
Deanstad, AK 34864"
56402.54,3,8,5,29689.69581,696467.17,"97355 James Tunnel
Salinasstad, VT 17324-5801"
61056.15,4,8,5,18606.65904,631656.47,"47560 Nichols Corners
Onealmouth, DC 36119"
55558.47,7,7,6,56250.4644,1366988.24,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102"
89760.92,6,7,6,54061.25868,1919053.53,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539"
55529.91,7,9,4,45008.24224,1460341.01,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832"
75534.28,5,7,6,27730.74931,935488.61,"43020 Owens Glen Apt. 024
Marychester, SC 97268"
73266.00,5,6,4,30667.23476,896246.15,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639"
61611.75,6,7,3,18947.55835,894203.57,"066 Eric Stream
East Ashley, MA 15550-6377"
66790.96,6,7,6,47064.02296,1353729.53,"39369 Beck Curve Suite 178
Kimberg, VT 29232"
69604.52,5,8,4,41785.91078,1496177.42,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333"
43241.98,6,7,2,29478.53124,629657.61,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487"
51510.70,6,7,4,31773.2889,549167.94,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755"
80315.49,7,5,3,39733.59822,1737582.28,"17480 Joshua Spring Suite 624
Port Mary, CO 02102"
65483.26,8,7,4,33303.47323,1247281.70,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913"
92736.00,6,7,4,47376.47003,1779899.00,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272"
62678.34,5,6,3,44965.31198,1032663.00,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243"
86583.93,6,7,5,45514.14777,1815809.62,"583 Turner Harbor
Port Nicole, TX 75903-5950"
62369.71,7,7,2,47224.75918,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365"
55624.67,7,7,3,45644.24346,1262012.93,"3924 Carter Mission
West Julie, PA 05439-6091"
63421.90,8,9,3,11511.38705,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973"
77521.06,6,7,5,32624.6465,1501622.13,"09839 Jonathan Harbor
Stevenside, IL 72187"
73370.47,6,6,4,47740.7629,1275676.98,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762"
82768.61,7,7,4,23581.3857,1476989.18,"5989 Garner Crossroad
Russomouth, AR 83930"
68368.04,6,7,5,22033.11696,796289.31,"652 Watson Path Suite 152
Melindabury, OK 63979-5988"
67041.97,6,5,3,15633.09905,707345.06,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402"
55507.31,7,8,6,44669.45555,1318231.42,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355"
43795.31,6,8,7,48114.02401,1020861.34,"36191 Gregory Estates Apt. 886
West Karen, MH 34042"
67754.69,5,8,5,51905.88984,1527691.70,"9235 Russell Mount
East Patrickborough, KY 41599"
78088.22,5,8,3,33389.76394,1536234.71,"2399 Beth Parkways
Michellefort, KS 95918"
67909.38,8,7,4,36742.3434,1482123.63,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624"
51967.24,6,7,5,21454.19944,657169.30,"USNS Johnson
FPO AP 84758-0245"
81707.24,5,7,4,37968.8881,1390200.22,"PSC 1698, Box 7149
APO AA 62613"
59865.77,5,6,4,30905.0153,613788.32,"3823 Fischer Fork
Port Joshua, ND 21648"
61544.58,3,8,3,30699.38605,677772.35,"687 Leslie Mall
North Jayhaven, LA 83023"
80228.60,5,9,3,27255.25082,1535946.64,"PSC 7102, Box 1708
APO AA 74372-2883"
60865.40,5,6,4,43351.37328,990004.73,"107 Chelsea Mountains
Lopezmouth, OR 00850"
59866.95,6,6,4,32064.59716,1039380.72,"179 Larsen Oval
New Matthew, DC 48602-6064"
64769.64,4,8,4,43510.94015,1107286.97,"135 Acosta Isle
West Judith, IN 13641"
89286.08,5,7,2,26176.76615,1340909.80,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386"
83373.01,7,7,5,25663.22937,1335883.83,"622 Justin Valley
Duncanside, MI 86995-3102"
59278.95,6,9,3,12351.7196,1015010.54,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072"
71232.91,4,6,2,31088.89017,676979.72,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035"
72102.56,6,6,2,41409.16941,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999"
80528.50,6,9,5,37717.25395,1641030.48,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
54051.02,5,8,3,27822.49637,914378.33,"PSC 6223, Box 3745
APO AA 82126"
66465.37,6,7,6,41130.09091,1258563.86,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179"
70085.95,4,7,5,51446.69185,1440909.00,"414 Todd Springs
Port Shannon, AS 60277"
75475.51,6,8,6,47447.87629,1624137.60,"65108 Williams Crescent Apt. 503
Frankshire, VI 46982-4576"
88824.50,8,7,4,28715.69866,1869886.31,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751"
65948.92,4,9,3,41260.91708,1302748.86,"6541 Howard Mills
Smithton, AL 96745"
68219.51,6,8,6,42342.57799,1429529.63,"0029 Melinda Neck Apt. 591
Lake Gregoryshire, HI 60267"
74881.06,5,7,3,23526.4985,1023162.95,"7578 Watson Junction Apt. 456
New Stevenstad, UT 73434-4974"
59886.42,3,6,4,54546.82652,673571.35,"USS Hunt
FPO AA 46601"
75291.06,5,7,4,48224.13914,1657667.33,"74152 Lauren Ferry
North Robertton, AS 43153"
69350.79,7,8,4,36779.05857,1392083.82,"USNV Cortez
FPO AE 36896-5919"
79687.76,6,7,6,20867.66988,1360100.72,"932 Schwartz Park Suite 892
South Brian, CT 50166"
61679.17,6,7,5,34867.98508,1103021.38,"PSC 7611, Box 8172
APO AE 25615-0900"
77527.54,6,6,4,41812.80155,1322914.05,"165 Hawkins Estate Suite 143
Toddport, MN 31095"
65010.55,6,8,6,34706.86663,1305185.55,"743 William Mount Suite 503
West Kimberly, MS 27914"
60503.00,7,7,5,49155.50948,1431517.36,"7409 William Mountains
Richardstad, MT 38781"
52282.12,7,7,3,45867.87467,1137446.99,"03508 Shannon Vista Suite 305
Romantown, AL 15977-0442"
54293.14,5,7,4,49751.63427,1010477.39,"79942 Timothy Estates
West Robert, AZ 69359"
64912.52,7,6,4,48685.42066,1449033.43,"690 Susan Isle
Jonville, DE 37992-8552"
70213.65,6,6,3,34386.42978,1064569.61,"8578 Michele Squares Apt. 349
East Bobbychester, MI 75471-8887"
48640.10,4,9,4,33381.23866,607249.42,"4600 Tara Meadow Suite 656
Fernandoport, MP 40164-1720"
64534.47,4,7,4,52933.67258,1202227.96,"129 Webb Ports Apt. 539
Shortland, SD 64926-8296"
58337.23,5,6,2,38235.0331,816813.53,"021 Carroll Unions
Marthaborough, KS 52821-2523"
78845.76,6,6,2,54845.49441,1598159.23,"92450 Aguilar Knolls Apt. 965
Austinburgh, OH 57848-9395"
74691.95,5,8,5,55403.09347,1658381.01,"Unit 1785 Box 7504
DPO AP 49434"
68217.68,6,7,3,49240.84045,1312093.36,"177 Hernandez Path Apt. 695
South Laurastad, ND 37599"
55306.14,6,6,4,32142.94735,647982.65,"38482 Thornton Parkway
Lake Oscar, SD 09937"
69012.77,7,10,5,33069.76158,1492786.63,"87957 Higgins Circles
Joshuahaven, NJ 61021"
60846.62,4,8,3,28172.06528,627733.74,"43955 Vega Stravenue Apt. 071
North Alexandraview, MD 23855"
93838.10,4,9,6,44138.00673,1827500.89,"Unit 8824 Box 5633
DPO AE 40792-0792"
78918.87,5,7,4,36711.6233,1339254.73,"2130 Weiss Mountains Suite 020
West Jomouth, MT 03427"
83896.36,7,5,4,43672.62855,1620949.44,"154 Erica Groves
Lake Kevinfort, MH 40258"
78501.86,7,7,3,34685.81562,1637944.65,"024 Derrick Row Apt. 085
Christiemouth, NE 35543"
78239.41,5,7,3,36936.62977,1216888.02,"12212 Fleming Streets
New Gregoryville, ME 23793"
70220.04,6,7,4,46222.4591,1555497.55,"943 Reese Roads Apt. 389
Weavertown, AR 10413"
62184.54,5,7,6,26008.30912,873048.32,"62280 Taylor Drive Apt. 014
Sarahburgh, GU 68004"
68201.41,4,6,2,43468.16446,846055.72,"0339 Anderson Groves
South Joshua, GA 31409"
66862.88,7,6,3,15325.64845,1028493.60,"6214 Smith Mill Suite 049
Foxland, NV 38613"
83638.12,7,7,4,24565.97681,1569600.45,"7584 Karen Pike
Adambury, UT 30111"
81149.73,5,7,3,54929.67024,1798232.80,"7490 Whitehead Mountain Apt. 278
Bassside, AS 53368-2196"
75318.69,5,9,3,33280.5895,1402146.87,"03839 Edward Trail
Ashleyburgh, CT 52660"
50847.11,5,5,4,34763.70381,398909.51,"6908 King Underpass Suite 740
East Thomas, MP 29298"
70090.32,5,6,2,26390.81105,933157.34,"4626 Jones Shoals Apt. 257
North Kennethchester, PA 67461-9661"
63629.85,4,8,5,33517.68552,712285.83,"915 Brooks Orchard
Amandaville, GU 37093-9400"
67076.05,5,7,3,40406.51492,1261927.42,"124 Kelly Brook
South Alanshire, WY 65658-5841"
61909.04,6,7,4,28953.92538,1063964.29,"74706 Mary Parkway
Cummingsberg, NM 24516"
66623.69,6,7,2,47995.10196,1302029.01,"USS Carr
FPO AE 77602"
82391.52,7,8,3,33232.34234,1957891.59,"23958 Lisa Extensions Apt. 372
Bryantton, CO 76041-0639"
62917.32,5,6,2,36845.30501,849153.12,"7706 Sara Wells
Williamsonberg, MO 07089"
61214.74,7,8,6,32254.39867,1070720.06,"06539 Powers Cliff
Port Brendaland, CO 15197"
55952.69,5,6,3,30758.27904,714166.40,"5368 Mccann Walks Suite 432
South Jessica, PA 51463-6950"
93993.40,6,5,3,37062.48444,1441882.52,"7732 Renee Club Apt. 931
Fordland, FL 74775-2546"
69436.14,4,8,3,30884.95551,693681.00,"787 Jennifer Keys Suite 630
Huntfurt, RI 25704-8481"
67295.02,5,7,3,40190.09934,1060123.73,"4099 Jennifer Mission
Michaelport, ND 68745"
77825.23,7,7,5,31439.97122,1535262.44,"481 Fisher Bridge
East Christina, NV 36023-3431"
54432.46,7,8,5,41557.57633,1454681.94,"6290 Hutchinson Mountains Suite 409
South Alan, NY 44686-8829"
58180.42,5,8,3,36506.97739,1062593.48,"2066 Patricia Unions
Jeanton, OK 53946"
88904.34,7,6,2,41807.60136,1907859.06,"00780 Rollins Locks Suite 785
Shawfurt, GU 97591-6490"
79442.51,6,6,2,4114.489353,965318.70,"479 Kevin Wells
Deborahview, ID 06062-1191"
67389.90,6,6,2,34710.20612,1109640.00,"1004 Williams Tunnel
Crystalfurt, IL 10547-7173"
64381.08,6,7,3,44712.47624,1118595.12,"935 Don Turnpike
Pattersonberg, AL 91146-7775"
70881.44,5,8,4,36040.20673,1049661.04,"50791 Kim Harbor Suite 017
Lake Tony, NY 05606"
82859.59,8,7,4,60040.5473,2294647.78,"75982 Ramos Locks Apt. 667
Nicoleview, SD 33738-0191"
66736.99,5,7,6,54086.90165,1356062.10,"USNS Hoffman
FPO AA 74725"
66274.46,7,5,3,30082.069,989903.64,"908 Anna View Apt. 406
Carolynberg, VA 74707"
64621.64,7,6,3,44288.08724,1499243.17,"6947 Stevens Pass
Kennethfort, KY 66327"
67285.32,6,7,2,37956.29441,1160246.73,"87390 Tanner Rest
East Stevenland, TX 41310"
69916.81,6,6,2,41686.41285,1302347.57,"1075 Brian Ways Apt. 639
Lake Kristenburgh, CA 39801"
85802.97,6,7,4,26139.26853,1553311.16,"056 Anthony Prairie Apt. 509
Patriciaberg, IA 29424-9623"
77459.76,4,6,4,37910.29498,945252.19,"58899 Bender Brooks
Kimberlyshire, GU 39917-0152"
69612.40,6,8,6,26489.31324,1158697.60,"77466 Wu Heights Suite 176
Smithville, MH 19392-6412"
74898.66,7,5,3,32530.25631,1261239.27,"48186 Pope Mews Apt. 453
Kellyside, ID 42041"
59483.93,7,7,3,38894.22736,1257282.16,"4228 Sharon Field Apt. 583
North Jesus, AS 37342-9751"
68527.54,6,8,4,34977.45191,1279464.65,"6618 Morales Forest
North Lindaville, VI 99688"
48278.86,5,7,6,51148.22512,943854.73,"USS Mcgee
FPO AA 02679-5689"
74333.54,7,5,2,41440.2007,1404540.76,"5686 Diana Ports
Nguyenborough, NC 38005-1050"
91118.13,5,8,5,23038.44982,1296636.27,"6557 Sawyer Ranch Apt. 584
Martinezborough, IN 50000"
75667.79,6,7,2,46782.38518,1450996.04,"94271 Andrea Path
South Matthewborough, NJ 89881"
81754.91,6,8,4,42975.61819,1654965.30,"8173 Blackburn Haven
Strongton, VA 38893"
62314.21,6,6,3,48263.03534,1030866.95,"PSC 7074, Box 4818
APO AE 84281"
64421.25,7,5,4,42873.0502,1204103.09,"0724 Brown Plains Apt. 690
Johnmouth, VA 90102"
68631.71,5,7,3,39635.82874,1115721.69,"PSC 6229, Box 7831
APO AA 50489-4427"
60317.78,4,7,3,32276.03427,606863.14,"472 Lopez Stream
Lake Sheila, OK 00834-5775"
58387.98,7,7,3,28318.26432,971174.99,"742 Aaron Lock
North Christophermouth, NE 48483-1442"
62406.53,5,7,6,30541.09938,1029855.71,"16888 Turner Trail
Gentrytown, MD 77676"
81025.45,6,6,4,25851.03903,1246791.03,"073 Gary Forest
Leahstad, TX 29670-4461"
75951.57,6,5,2,35230.80254,1146886.09,"92857 Robin Forks
Port Mary, LA 43895-7257"
